user,accepteds,failed,rank
FelipeEmos,3,0,15
FerParedes,0,1,22
dominguilherme,4,0,11
guilhermehhs,2,0,17
anarequena,2,0,18
AnaClaraZS,4,1,12
hboschirolli,1,0,19
ericoimf,3,1,13
luizguilherme,3,1,14
joaopm,5,1,6
mjoaquim,4,0,9
VitoriaDMP,4,2,8
gabrielsantosrv,4,1,7
JoaoFlores,1,0,20
lumagabinov,0,1,23
pedromorelli96,3,1,16
Fatayer,9,0,1
beatrizazanha,5,0,4
Zanez,4,0,10
luizgustavo09,5,3,5
josecvm,8,0,2
pupo,7,2,3
mc521721_2019,1,0,21
